name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"Passions",2014,6.2,4461,"Drama",60,series,TV-14,no rate,no rate
"Paterson",2016,7.4,76293,"Comedy, Drama, Romance",118,film,R,none,none
"Paths of Glory",1957,8.4,187737,"Drama, War",88,film,unknown,none,moderate
"Patriot",2019,8.3,13306,"Comedy, Drama, Thriller",58,series,TV-MA,moderate,moderate
"Patriot Games",1992,6.9,107865,"Action, Thriller",117,film,R,mild,moderate
"Patton",1970,7.9,98853,"Biography, Drama, War",172,film,PG,none,moderate
"Paul",2011,7,243738,"Adventure, Comedy, Sci-Fi",104,film,R,mild,mild
"Peacemaker",2018,0,0,"Action, Adventure, Comedy",0,series,unknown,no rate,no rate
"Peaky Blinders",2021,8.8,416006,"Crime, Drama",60,series,TV-MA,severe,severe
"Pearl Harbor",2001,6.2,320925,"Action, Drama, History",183,film,PG-13,mild,severe
"Peep Show",2004,8.6,56229,"Comedy",25,series,TV-MA,moderate,mild
"Penguin Bloom",2020,6.8,8403,"Drama",95,film,TV-14,none,mild
"Penny Dreadful",2019,8.2,116460,"Drama, Fantasy, Horror",60,series,TV-MA,severe,severe
"Penny Dreadful: City of Angels",2020,6,8953,"Crime, Drama, Fantasy",0,series,TV-MA,moderate,severe
"Pennyworth",2002,7.9,11067,"Action, Crime, Drama",60,series,TV-MA,moderate,severe
"Penteuhauseu",2008,8.1,1847,"Crime, Drama, Mystery",70,series,unknown,no rate,no rate
"People Just Do Nothing",1991,8.5,5723,"Comedy, Music",30,series,TV-MA,mild,none
"People Just Do Nothing: Big in Japan",2021,7.1,1601,"Comedy, Music",97,film,R,moderate,mild
"Peppa Pig",2019,6.2,4365,"Animation, Adventure, Comedy",9,series,TV-Y,none,none
"Peppermint",2018,6.5,61430,"Action, Crime, Drama",101,film,R,none,severe
"Per qualche dollaro in più",1965,8.2,244222,"Western",132,film,R,moderate,moderate
"Per un pugno di dollari",1964,8,207415,"Action, Drama, Western",99,film,R,none,moderate
"Perception",2021,7.5,20238,"Crime, Drama, Mystery",42,series,TV-14,mild,mild
"Percy Jackson & the Olympians: The Lightning Thief",2010,5.9,182695,"Adventure, Family, Fantasy",118,film,PG,none,moderate
"Percy Jackson: Sea of Monsters",2013,5.8,114171,"Adventure, Family, Fantasy",106,film,PG,none,moderate
"Perfect",1985,4.6,5077,"Drama, Romance",115,film,R,mild,none
"Perfume: The Story of a Murderer",2006,7.5,241534,"Crime, Drama, Fantasy",147,film,R,severe,severe
"Perry Mason",1998,8.2,6949,"Crime, Drama, Mystery",60,series,TV-PG,none,none
"Persian Lessons",2020,7.4,5240,"Drama, War",127,film,unknown,no rate,no rate
"Person of Interest",2021,8.4,168671,"Action, Crime, Drama",43,series,TV-14,mild,moderate
"Persona",1966,8.1,111181,"Drama, Thriller",85,film,unknown,moderate,moderate
"Pet Sematary",1989,6.6,98838,"Fantasy, Horror, Thriller",103,film,R,none,severe
"Peter Pan",2003,6.8,69660,"Adventure, Family, Fantasy",113,film,PG,none,moderate
"Peter Rabbit 2: The Runaway",2021,6.2,7310,"Animation, Adventure, Comedy",93,film,unknown,none,mild
"Petite maman",2021,7.3,1106,"Drama, Fantasy",72,film,unknown,no rate,no rate
"Petticoat Junction",2018,7,2836,"Comedy",30,series,TV-G,no rate,no rate
"Phantasm",1979,6.7,34703,"Horror, Sci-Fi",89,film,R,moderate,moderate
"Phantom Thread",2017,7.5,120618,"Drama, Romance",130,film,R,mild,none
"Philadelphia",1993,7.7,232616,"Drama",125,film,PG-13,mild,none
"Phineas and Ferb",1972,8,39771,"Animation, Action, Comedy",15,series,TV-G,none,none
"Phone Booth",2002,7,259175,"Crime, Thriller",81,film,R,mild,moderate
"Physical",2016,7.3,5631,"Comedy, Drama",30,series,TV-MA,mild,none
"Picture of Beauty",2017,3.4,988,"Drama, Romance",70,film,unknown,no rate,no rate
"Pieces of a Woman",2020,7.1,44045,"Drama",126,film,R,moderate,mild
"Pig",2021,6.9,33733,"Drama, Thriller",92,film,R,none,moderate
"Pineapple Express",2008,6.9,326499,"Action, Comedy, Crime",111,film,R,mild,severe
"Pink Flamingos",1972,6.1,23567,"Comedy, Crime",93,film,NC-17,severe,severe
"Pinocchio",2022,0,0,"Animation, Drama, Family",0,film,unknown,no rate,no rate
"Piranha 3D",2010,5.4,88336,"Comedy, Fantasy, Horror",88,film,R,severe,severe
"Piranha 3DD",2012,3.7,41440,"Comedy, Horror, Sci-Fi",83,film,R,severe,severe
"Pirates of the Caribbean: At World's End",2007,7.1,615816,"Action, Adventure, Fantasy",169,film,PG-13,mild,moderate
"Pirates of the Caribbean: Dead Man's Chest",2006,7.3,677451,"Action, Adventure, Fantasy",151,film,PG-13,mild,moderate
"Pirates of the Caribbean: Dead Men Tell No Tales",2017,6.5,281909,"Action, Adventure, Fantasy",129,film,PG-13,mild,moderate
"Pirates of the Caribbean: On Stranger Tides",2011,6.6,498859,"Action, Adventure, Fantasy",137,film,PG-13,mild,moderate
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,8,1047410,"Action, Adventure, Fantasy",143,film,PG-13,mild,moderate
"Pitch Black",2000,7.1,231880,"Action, Horror, Sci-Fi",109,film,R,none,moderate
"Pitch Perfect",2012,7.1,290316,"Comedy, Music, Romance",112,film,PG-13,mild,mild
"Pitch Perfect 2",2015,6.4,149127,"Comedy, Music",115,film,PG-13,mild,none
"Pitch Perfect 3",2017,5.8,60102,"Comedy, Music",93,film,PG-13,mild,mild
"Pixels",2015,5.5,137442,"Animation, Action, Comedy",105,film,PG-13,mild,mild
"Planes, Trains & Automobiles",1987,7.6,131032,"Comedy, Drama",93,film,R,mild,none
"Planet Terror",2007,7,205242,"Action, Comedy, Fantasy",105,film,R,moderate,severe
"Planet of the Apes",2001,5.7,214997,"Action, Adventure, Sci-Fi",119,film,PG-13,mild,moderate
"Platinum End",2020,8.3,200,"Animation, Action, Drama",0,series,unknown,no rate,no rate
"Platoon",1986,8.1,396240,"Drama, War",120,film,R,mild,severe
"Playing with Fire",2019,5.1,12843,"Comedy, Family",96,film,PG,mild,mild
"Pleasantville",1998,7.5,125413,"Comedy, Drama, Fantasy",124,film,PG-13,moderate,mild
"Pleasure",2021,6.9,698,"Drama",109,film,unknown,no rate,no rate
"Pocahontas",1995,6.7,177837,"Animation, Adventure, Drama",81,film,G,none,mild
"Point Break",1991,7.3,169670,"Action, Crime, Thriller",122,film,R,mild,moderate
"Poirot",2017,8.6,41061,"Crime, Drama, Mystery",100,series,TV-14,mild,moderate
"Poketto monsutâ",1945,7.5,40467,"Animation, Action, Adventure",24,series,TV-Y7,none,mild
"Pokémon: Detective Pikachu",2019,6.6,150485,"Action, Adventure, Comedy",104,film,PG,none,mild
"Polar",2019,6.3,82395,"Action, Crime, Drama",118,film,TV-MA,severe,severe
"Poldark",1996,8.3,28390,"Drama, History, Romance",60,series,TV-14,mild,mild
"Police Academy",1984,6.7,120091,"Comedy",96,film,R,moderate,mild
"Poltergeist",1982,7.3,152037,"Horror, Thriller",114,film,PG,mild,moderate
"Poltergeist II: The Other Side",1986,5.7,26214,"Horror",91,film,PG-13,mild,moderate
"Poltergeist III",1988,4.7,17936,"Horror, Thriller",98,film,PG,mild,moderate
"Polytechnique",2009,7.2,15125,"Crime, Drama, History",77,film,unknown,none,severe
"Popeye",1980,5.3,30801,"Adventure, Comedy, Family",114,film,PG,none,mild
"Porky's",1981,6.2,40787,"Comedy",94,film,R,moderate,mild
"Portrait de la jeune fille en feu",2019,8.1,78115,"Drama, Romance",122,film,R,moderate,none
"Pose",1963,8.6,25107,"Drama",60,series,TV-MA,moderate,mild
"Poseidon",2006,5.7,101720,"Action, Adventure, Thriller",98,film,PG-13,mild,moderate
"Posledniy bogatyr. Koren' Zla",2021,5.9,700,"Adventure, Comedy, Family",121,film,unknown,no rate,no rate
"Possession",1981,7.4,28205,"Drama, Horror",124,film,R,moderate,severe
"Possessor",2020,6.5,28343,"Horror, Mystery, Sci-Fi",103,film,R,severe,severe
"Post Mortem: No One Dies in Skarnes",1950,7.1,2411,"Comedy, Drama, Thriller",44,series,TV-MA,mild,moderate
"Power",2000,8.1,42385,"Crime, Drama",50,series,TV-MA,severe,severe
"Power Book II: Ghost",2008,6.9,4453,"Crime, Drama",60,series,TV-MA,severe,severe
"Power Book III: Raising Kanan",2020,7.3,1987,"Crime, Drama",60,series,TV-MA,severe,severe
"Power Book IV: Force",2021,0,0,"Crime, Drama",0,series,unknown,no rate,no rate
"Power Rangers",2017,5.9,105041,"Action, Adventure, Sci-Fi",124,film,PG-13,mild,moderate
"Power Rangers: Dino Fury",2021,6.8,309,"Action, Adventure, Comedy",21,series,TV-Y7,mild,moderate
"Practical Magic",1998,6.3,76854,"Comedy, Drama, Fantasy",104,film,PG-13,mild,mild
"Preacher",2001,8,71090,"Adventure, Drama, Fantasy",60,series,TV-MA,moderate,severe
"Predator",1987,7.8,388411,"Action, Adventure, Sci-Fi",107,film,R,none,severe
"Predator 2",1990,6.3,154179,"Action, Horror, Sci-Fi",108,film,R,moderate,severe
"Predators",2010,6.4,218869,"Action, Adventure, Sci-Fi",107,film,R,none,severe
"Predestination",2014,7.5,267409,"Action, Drama, Sci-Fi",97,film,R,moderate,moderate
"Premonition",2007,5.9,75465,"Drama, Fantasy, Mystery",96,film,PG-13,none,mild
"Pretty Baby",1978,6.6,10412,"Drama",110,film,R,severe,mild
"Pretty Little Liars",2003,7.4,157955,"Drama, Mystery, Romance",44,series,TV-14,mild,moderate
"Pretty Smart",2022,5.9,1581,"Comedy, Drama, Romance",30,series,TV-14,moderate,none
"Pretty Woman",1990,7.1,305051,"Comedy, Romance",119,film,R,moderate,mild
"Pretty in Pink",1986,6.8,78028,"Comedy, Drama, Romance",97,film,PG-13,mild,mild
"Prey",2021,4.2,5584,"Adventure, Drama, Thriller",87,film,TV-MA,mild,moderate
"Pride & Prejudice",2005,7.8,274365,"Drama, Romance",129,film,PG,none,none
"Pride and Prejudice and Zombies",2016,5.8,54196,"Action, Comedy, Fantasy",108,film,PG-13,mild,moderate
"Priest",2011,5.7,117946,"Action, Adventure, Fantasy",87,film,PG-13,none,severe
"Primal",2015,8.7,8909,"Animation, Action, Adventure",22,series,TV-MA,none,severe
"Primal Fear",1996,7.7,201021,"Crime, Drama, Mystery",129,film,R,moderate,moderate
"Prince of Darkness",1987,6.7,40511,"Horror",102,film,R,none,severe
"Prince of Persia: The Sands of Time",2010,6.6,280018,"Action, Adventure, Fantasy",116,film,PG-13,none,moderate
"Prison Break",2009,8.3,499859,"Action, Crime, Drama",44,series,TV-14,mild,moderate
"Prisoners",2013,8.1,641220,"Crime, Drama, Mystery",153,film,R,none,severe
"Prisoners of the Ghostland",2021,4.2,5838,"Action, Horror, Sci-Fi",103,film,unknown,no rate,no rate
"Private Eyes",2016,7.4,4147,"Comedy, Crime, Drama",43,series,TV-PG,mild,mild
"Private Parts",1997,6.9,35756,"Biography, Comedy, Drama",109,film,R,moderate,none
"Private Practice",2021,6.7,24189,"Comedy, Drama, Romance",60,series,TV-14,moderate,moderate
"Prodigal Son",2012,7.7,18018,"Crime, Drama, Mystery",44,series,TV-14,mild,severe
"Professionals",1989,5.4,1093,"Action, Adventure",48,series,unknown,no rate,no rate
"Professor Marston and the Wonder Women",2017,7.1,25169,"Biography, Drama, History",108,film,R,moderate,none
"Professor T",2010,6.9,1876,"Crime, Drama, Mystery",0,series,unknown,no rate,no rate
"Professor T.",1999,8,1828,"Comedy, Crime, Drama",53,series,unknown,no rate,no rate
"Project Blue Book",2022,7.7,11908,"Drama, Mystery, Sci-Fi",45,series,TV-14,mild,moderate
"Project Power",2020,6,80064,"Action, Crime, Sci-Fi",113,film,R,none,moderate
"Project X",2012,6.6,197140,"Comedy",88,film,R,severe,moderate
"Prom Night",1980,5.4,17071,"Horror, Mystery, Thriller",92,film,R,mild,severe
"Prometheus",2012,7,585488,"Adventure, Mystery, Sci-Fi",124,film,R,mild,severe
"Promising Young Woman",2020,7.5,132936,"Crime, Drama, Thriller",113,film,R,mild,moderate
"Prospect",2018,6.3,25460,"Adventure, Drama, Sci-Fi",100,film,R,none,moderate
"Prozac Nation",2001,6.3,17724,"Biography, Drama, Romance",95,film,R,mild,none
"Psych",2019,8.3,90054,"Comedy, Crime, Mystery",44,series,TV-PG,mild,mild
"Psycho",1960,8.5,632885,"Horror, Mystery, Thriller",109,film,R,mild,moderate
"Psycho Goreman",2020,6.3,9898,"Comedy, Horror, Sci-Fi",95,film,unknown,none,severe
"Psycho II",1983,6.5,26021,"Crime, Horror, Mystery",113,film,R,mild,severe
"Public Enemies",2009,7,290768,"Biography, Crime, Drama",140,film,R,mild,moderate
"Pulp Fiction",1994,8.9,1915230,"Crime, Drama",154,film,R,moderate,severe
"Pumpkinhead",1988,6.2,22424,"Fantasy, Horror",86,film,R,none,moderate
"Punch-Drunk Love",2002,7.3,155694,"Comedy, Drama, Romance",95,film,R,mild,mild
"Push",2009,6.1,108415,"Action, Sci-Fi, Thriller",111,film,PG-13,none,moderate
"Pushing Daisies",2017,8.3,55311,"Comedy, Drama, Fantasy",44,series,TV-PG,mild,moderate
"Pánico en el Transiberiano",1972,6.6,10137,"Adventure, Horror, Sci-Fi",91,film,R,none,moderate
"Pâfekuto burû",1997,8,66281,"Animation, Crime, Mystery",81,film,unknown,no rate,no rate
"Q",2011,5.5,6680,"Drama, Romance",103,film,unknown,severe,mild
"Q-Force",2021,6.3,3527,"Animation, Action, Adventure",30,series,TV-MA,severe,mild
"Qismat 2",2021,7.5,714,"Drama, Romance",155,film,unknown,no rate,no rate
"Quantico",2013,6.7,58898,"Crime, Drama, Mystery",42,series,TV-14,mild,moderate
"Quantum Leap",1969,8.1,28234,"Action, Adventure, Drama",60,series,TV-PG,none,mild
"Quantum of Solace",2008,6.6,424649,"Action, Adventure, Thriller",106,film,PG-13,mild,moderate
"Queen & Slim",2019,7.1,28319,"Crime, Drama, Romance",132,film,R,moderate,moderate
"Queen Bees",2021,6,887,"Comedy, Drama, Romance",100,film,PG-13,none,none
"Queen Sugar",2020,7.6,4974,"Drama",60,series,TV-14,moderate,none
"Queen of the Damned",2002,5.3,54218,"Drama, Fantasy, Horror",101,film,R,mild,moderate
"Queen of the South",2020,8,24795,"Action, Crime, Drama",42,series,TV-MA,mild,severe
"Queenpins",2021,6.2,3525,"Comedy, Crime",110,film,R,none,none
"Queens",2010,0,0,"Drama, Music",0,series,unknown,no rate,no rate
"Quincy M.E.",1993,7.3,5835,"Crime, Drama, Mystery",60,series,TV-PG,no rate,no rate
"Quo vadis, Aida?",2020,7.9,26097,"Drama, History, War",101,film,unknown,none,moderate
"R.I.P.D.",2013,5.6,124870,"Action, Adventure, Comedy",96,film,PG-13,mild,moderate
"RED",2010,7,299106,"Action, Comedy, Crime",111,film,PG-13,mild,moderate
"RED 2",2013,6.6,165555,"Action, Adventure, Comedy",116,film,PG-13,none,moderate
"Raging Bull",1980,8.2,336631,"Biography, Drama, Sport",129,film,R,mild,moderate
"Ragnarok",2020,7.5,33175,"Action, Drama, Fantasy",45,series,TV-MA,mild,moderate
"Ragtime",1981,7.3,9346,"Drama",155,film,PG,mild,moderate
"Raiders of the Lost Ark",1981,8.4,919273,"Action, Adventure",115,film,PG,mild,moderate
"Rain Man",1988,8,491147,"Drama",133,film,R,mild,mild
"Raised by Wolves",2020,7.5,57754,"Drama, Fantasy, Sci-Fi",0,series,TV-MA,mild,severe
"Raising Arizona",1987,7.3,132774,"Comedy, Crime",94,film,PG-13,mild,mild
"Raising Dion",2015,7.2,9872,"Drama, Sci-Fi",50,series,TV-G,mild,mild
"Raising Hope",1999,8,36252,"Comedy, Family",22,series,TV-PG,mild,mild
"Rake",2019,8.5,7268,"Comedy, Drama",60,series,unknown,moderate,mild
"Rakka",2017,7.4,7037,"Short, Horror, Sci-Fi",22,film,unknown,no rate,severe
"Ralph Breaks the Internet",2018,7,144995,"Animation, Adventure, Comedy",112,film,PG,none,mild
"Rambo",2008,7,224637,"Action, Adventure, Thriller",92,film,R,moderate,severe
"Rambo: First Blood Part II",1985,6.5,161712,"Action, Adventure, Thriller",96,film,R,mild,moderate
"Rambo: Last Blood",2019,6.1,90239,"Action, Thriller",89,film,R,mild,severe
"Rampage",2018,6.1,155330,"Action, Adventure, Sci-Fi",107,film,PG-13,none,moderate
"Ran",1985,8.2,119814,"Action, Drama, War",162,film,R,none,severe
"Rango",2011,7.2,249443,"Animation, Adventure, Comedy",107,film,PG,mild,mild
"Rare Beasts",2019,5.6,865,"Comedy, Drama, Romance",87,film,unknown,no rate,no rate
"Rat Race",2001,6.4,112517,"Action, Adventure, Comedy",112,film,PG-13,mild,mild
"Ratatouille",2007,8,671712,"Animation, Adventure, Comedy",111,film,G,none,mild
"Ratched",1987,7.3,47207,"Crime, Drama, Mystery",0,series,TV-MA,moderate,severe
"Ratsasan",2018,8.4,35222,"Action, Crime, Drama",170,film,unknown,mild,severe
"Raven's Home",2021,7.3,2802,"Comedy, Family",22,series,TV-G,none,none
"Rawhide",2016,8,3506,"Western",50,series,TV-PG,no rate,no rate
"Ray Donovan",2007,8.3,80858,"Crime, Drama",60,series,TV-MA,severe,severe
"Raya and the Last Dragon",2021,7.4,118087,"Animation, Action, Adventure",107,film,PG,none,mild
"Re-Animator",1985,7.2,60512,"Comedy, Horror, Sci-Fi",104,film,unknown,severe,severe
"Re:Zero kara hajimeru isekai seikatsu",1963,8.1,14766,"Animation, Adventure, Drama",24,series,TV-14,mild,severe
"Ready Player One",2018,7.4,399256,"Action, Adventure, Sci-Fi",140,film,PG-13,mild,moderate
"Ready or Not",2019,6.9,128678,"Action, Comedy, Horror",95,film,R,none,severe
"Real Steel",2011,7,311475,"Action, Drama, Sci-Fi",127,film,PG-13,mild,mild
"Real World/Road Rules Challenge",2019,7.7,2924,"Adventure, Game-Show, Reality-TV",30,series,TV-14,severe,mild
"Rear Window",1954,8.5,466908,"Mystery, Thriller",112,film,PG,mild,mild
"Reba",2015,6.6,14309,"Comedy, Drama",30,series,TV-PG,mild,none
"Rebecca",2020,6,37363,"Drama, Mystery, Romance",123,film,PG-13,mild,none
"Rebel Without a Cause",1955,7.7,87109,"Drama",111,film,PG-13,none,moderate
"Recovery",2021,5.3,174,"Comedy",80,film,unknown,no rate,no rate
"Red Dawn",1984,6.4,53794,"Action, Drama",114,film,PG-13,none,severe
"Red Dragon",2002,7.2,262623,"Crime, Drama, Thriller",124,film,R,moderate,severe
"Red Dwarf",1986,8.4,33784,"Comedy, Sci-Fi",30,series,TV-14,mild,mild
"Red Election",2014,6.1,252,"Thriller",0,series,unknown,no rate,no rate
"Red Eye",2005,6.5,116263,"Thriller",85,film,PG-13,none,moderate
"Red Notice",2021,0,0,"Action, Comedy, Crime",0,film,PG-13,no rate,no rate
"Red Riding Hood",2011,5.5,110201,"Fantasy, Horror, Mystery",100,film,PG-13,mild,moderate
"Red Rocket",2021,7.4,512,"Comedy, Drama",128,film,R,severe,no rate
"Red Sparrow",2018,6.6,176235,"Action, Drama, Thriller",140,film,R,severe,severe
"Regular Show",2009,8.4,35207,"Animation, Action, Adventure",23,series,TV-PG,mild,moderate
"Reign",2014,7.5,45988,"Drama, Fantasy",42,series,TV-14,moderate,moderate
"Reign of Fire",2002,6.2,131394,"Action, Adventure, Fantasy",101,film,PG-13,none,mild
"Relatos salvajes",2014,8.1,187507,"Comedy, Drama, Thriller",122,film,R,mild,moderate
"Relic",2020,6,23329,"Drama, Horror, Mystery",89,film,R,mild,moderate
"Remember Me",2010,7.1,142430,"Drama, Romance",113,film,PG-13,moderate,moderate
"Remember the Titans",2000,7.8,205427,"Biography, Drama, Sport",113,film,PG,none,mild
"Reminiscence",2021,5.9,36510,"Mystery, Romance, Sci-Fi",116,film,PG-13,mild,moderate
"Reno 911!",1998,7.9,18300,"Comedy, Crime",22,series,TV-14,moderate,mild
"Rent",2005,6.9,50204,"Drama, Musical, Romance",135,film,PG-13,moderate,mild
"Republic",2021,8.3,751,"Drama, Thriller",152,film,unknown,no rate,no rate
"Republic of Doyle",2001,7.4,3727,"Comedy, Crime, Drama",60,series,TV-14,mild,mild
"Requiem for a Dream",2000,8.3,797796,"Drama",102,film,unknown,severe,severe
"Rescue Me",2019,8.3,25738,"Comedy, Drama",60,series,TV-MA,severe,moderate
"Reservation Dogs",2021,8.2,5946,"Comedy, Crime",30,series,TV-MA,none,none
"Reservoir Dogs",1992,8.3,960882,"Crime, Drama, Thriller",99,film,R,mild,severe
"Resident Alien",2021,8.2,25350,"Comedy, Drama, Mystery",44,series,TV-14,mild,moderate
"Resident Evil",2002,6.7,257886,"Action, Horror, Sci-Fi",100,film,R,mild,severe
"Resident Evil: Afterlife",2010,5.8,166654,"Action, Adventure, Horror",96,film,R,mild,severe
"Resident Evil: Apocalypse",2004,6.2,192321,"Action, Horror, Sci-Fi",94,film,R,mild,severe
"Resident Evil: Retribution",2012,5.4,137384,"Action, Horror, Sci-Fi",95,film,R,mild,severe
"Resident Evil: The Final Chapter",2016,5.5,88801,"Action, Horror, Sci-Fi",107,film,R,none,severe
"Resident Evil: Welcome to Raccoon City",2021,0,0,"Action, Horror, Mystery",107,film,R,no rate,no rate
"Resort to Love",2021,5.7,4562,"Comedy, Romance",101,film,PG,mild,none
"Respect",2021,6.6,6821,"Biography, Drama, Music",145,film,PG-13,mild,mild
"Retfærdighedens ryttere",2020,7.6,29167,"Action, Comedy, Drama",116,film,unknown,moderate,moderate
"Return to Halloweentown",2004,5.5,6234,"Action, Comedy, Family",88,film,TV-PG,none,no rate
"Return to Oz",1985,6.7,26078,"Adventure, Family, Fantasy",113,film,PG,none,mild
"Return to the Blue Lagoon",1991,5.2,19243,"Adventure, Drama, Romance",102,film,PG-13,mild,mild
"Revenge",2018,7.8,116172,"Drama, Mystery, Thriller",44,series,TV-14,mild,moderate
"Revenge of the Nerds",1984,6.6,51589,"Comedy",90,film,R,moderate,mild
"Revolution",2006,6.7,82198,"Action, Adventure, Drama",43,series,TV-14,mild,moderate
"Revolutionary Road",2008,7.3,205415,"Drama, Romance",119,film,R,moderate,mild
"Revolver",2005,6.4,92713,"Action, Crime, Drama",111,film,R,moderate,severe
"Richard Jewell",2019,7.5,75555,"Biography, Crime, Drama",131,film,R,none,moderate
"Rick and Morty",2021,9.2,436882,"Animation, Adventure, Comedy",23,series,TV-MA,moderate,severe
"Riddick",2013,6.4,159576,"Action, Sci-Fi, Thriller",119,film,R,moderate,severe
"Ride Along",2014,6.2,108532,"Action, Comedy, Crime",99,film,PG-13,mild,moderate
"Ride Along 2",2016,5.9,55926,"Action, Comedy, Crime",102,film,PG-13,mild,mild
"Ridley Road",2021,6.6,704,"Thriller",0,series,unknown,no rate,no rate
"Rifkin's Festival",2020,6.2,4308,"Comedy",88,film,PG-13,mild,mild
"Riget",1973,8.3,17544,"Comedy, Drama, Fantasy",561,series,TV-MA,moderate,severe
"Rio",2011,6.9,216010,"Animation, Adventure, Comedy",96,film,PG,none,mild
"Rio Bravo",1959,8,59307,"Action, Drama, Western",141,film,unknown,mild,mild
"Rise and Shine, Benedict Stone",2021,7,225,"Drama",84,film,unknown,no rate,no rate
"Rise of the Footsoldier",2007,6.8,19974,"Action, Biography, Crime",119,film,R,moderate,severe
"Rise of the Footsoldier: Origins",2021,6.4,1894,"Action, Crime, Drama",107,film,unknown,no rate,no rate
"Rise of the Planet of the Apes",2011,7.5,509450,"Action, Drama, Sci-Fi",105,film,PG-13,none,moderate
"Risky Business",1983,6.8,85255,"Comedy, Crime, Drama",99,film,R,moderate,none
"Riverdale",2021,6.7,130524,"Crime, Drama, Mystery",45,series,TV-14,moderate,moderate
"Riviera",1998,6.7,7383,"Drama, Thriller",60,series,TV-MA,moderate,moderate
"Rizzoli & Isles",1995,7.6,31610,"Crime, Drama, Mystery",60,series,TV-14,none,moderate
"Road House",1989,6.6,67568,"Action, Thriller",114,film,R,severe,severe
"Road Trip",2000,6.4,163615,"Comedy",93,film,R,moderate,mild
"Road to Perdition",2002,7.7,257655,"Crime, Drama, Thriller",117,film,R,mild,moderate
"Robin Hood",2018,5.3,69178,"Action, Adventure, Drama",116,film,PG-13,mild,moderate
"Robin Hood: Men in Tights",1993,6.7,120960,"Adventure, Comedy, Musical",104,film,PG-13,moderate,mild
"Robin Hood: Prince of Thieves",1991,6.9,185763,"Action, Adventure, Drama",143,film,PG-13,mild,moderate
"RoboCop",1987,7.6,244145,"Action, Crime, Sci-Fi",102,film,R,mild,severe
"Robot Chicken",2018,7.7,41398,"Animation, Short, Adventure",11,series,TV-MA,severe,severe
"Robots",2005,6.3,139148,"Animation, Adventure, Comedy",91,film,PG,mild,mild
"Rock of Ages",2012,5.9,75925,"Comedy, Drama, Musical",123,film,PG-13,moderate,mild
"Rocketman",2019,7.3,159046,"Biography, Drama, Music",121,film,R,moderate,mild
"RocknRolla",2008,7.3,243702,"Action, Crime, Thriller",114,film,R,mild,severe
"Rocky",1976,8.1,541409,"Drama, Sport",120,film,PG,mild,moderate
"Rocky III",1982,6.8,181885,"Drama, Sport",99,film,PG,none,moderate
"Rocky IV",1985,6.9,195262,"Drama, Sport",91,film,PG,mild,moderate
"Rogue",2020,4,7377,"Action, Horror, Thriller",105,film,R,none,severe
"Rogue Hostage",2021,3.1,1462,"Action, Thriller",93,film,unknown,mild,severe
"Rogue One",2016,7.8,582140,"Action, Adventure, Sci-Fi",133,film,PG-13,none,moderate
"Roma",2018,7.7,148948,"Drama",135,film,R,moderate,moderate
"Roma città aperta",1945,8.1,25141,"Drama, Thriller, War",103,film,unknown,mild,moderate
"Romaenseuneun Byulchaekboorok",2019,8.1,4036,"Romance",62,series,unknown,no rate,no rate
"Roman Empire",1994,7,6861,"Documentary, Biography, Drama",48,series,TV-MA,severe,moderate
"Romance",1999,5.3,10488,"Drama, Romance",84,film,unknown,severe,none
"Romancing the Stone",1984,6.9,88373,"Action, Adventure, Comedy",106,film,PG,mild,moderate
"Rome",2022,8.7,161647,"Action, Drama, History",52,series,TV-MA,severe,severe
"Romeo + Juliet",1996,6.7,218911,"Drama, Romance",120,film,PG-13,mild,moderate
"Romeo and Juliet",1968,7.6,30671,"Drama, Romance",138,film,PG,mild,mild
"Romy and Michele's High School Reunion",1997,6.2,44930,"Comedy",92,film,R,mild,none
"Ron's Gone Wrong",2021,6.8,577,"Animation, Adventure, Comedy",106,film,PG,mild,none
"Ronin",1998,7.3,178049,"Action, Crime, Thriller",122,film,R,none,severe
"Rookie Blue",2015,7.7,16620,"Action, Crime, Drama",42,series,TV-14,mild,moderate
"Room",2015,8.1,394244,"Drama, Thriller",118,film,R,mild,mild
"Roseanne",1991,7,41387,"Comedy, Drama",21,series,TV-PG,mild,mild
"Rosemary's Baby",1968,8,204396,"Drama, Horror",137,film,unknown,moderate,moderate
"Roswell",1981,7.5,28279,"Drama, Mystery, Sci-Fi",42,series,TV-14,mild,mild
"Roswell, New Mexico",1963,6.3,10566,"Drama, Romance, Sci-Fi",45,series,TV-14,mild,moderate
"Rough Night",2017,5.2,50012,"Comedy, Crime, Thriller",101,film,R,moderate,mild
"Rounders",1998,7.3,146609,"Crime, Drama",121,film,R,moderate,moderate
"Roxanne",1987,6.6,42989,"Comedy, Romance",107,film,PG,mild,mild
"Royal Pains",1996,7.1,20332,"Comedy, Drama",42,series,TV-PG,mild,mild
"RuPaul's Drag Race",2021,8.4,17543,"Game-Show, Reality-TV",63,series,TV-14,mild,none
"RuPaul's Drag Race UK",2004,8.4,3004,"Game-Show, Reality-TV",60,series,TV-14,mild,no rate
"Rudy",1993,7.5,60323,"Biography, Drama, Sport",114,film,PG,none,mild
"Rules of Engagement",1985,7.3,32673,"Comedy, Romance",22,series,TV-PG,no rate,no rate
