name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"The Man in the Iron Mask",1998,6.5,161678,"Action, Adventure, Drama",132,film,PG-13,mild,mild
"The Man in the Moon",1991,7.3,16228,"Drama, Romance",99,film,PG-13,mild,moderate
"The Man with the Golden Gun",1974,6.7,100656,"Action, Adventure, Thriller",125,film,PG,mild,moderate
"The Mandalorian",2020,8.8,359850,"Action, Adventure, Sci-Fi",40,series,TV-14,none,moderate
"The Manor",2021,5.3,1677,"Horror",81,film,unknown,none,none
"The Many Saints of Newark",2021,6.4,27145,"Crime, Drama",120,film,R,moderate,severe
"The Map of Tiny Perfect Things",2021,6.8,17466,"Comedy, Fantasy, Romance",98,film,PG-13,none,none
"The Marksman",2021,5.6,23041,"Action, Drama, Thriller",108,film,PG-13,none,moderate
"The Martian",2015,8,797773,"Adventure, Drama, Sci-Fi",144,film,PG-13,mild,mild
"The Marvelous Mrs. Maisel",2021,8.7,90875,"Comedy, Drama",57,series,TV-MA,moderate,mild
"The Marvels",2022,0,0,"Action, Adventure, Fantasy",0,film,unknown,no rate,no rate
"The Mask",1994,6.9,363923,"Action, Comedy, Crime",101,film,PG-13,mild,mild
"The Mask of Zorro",1998,6.8,175923,"Action, Adventure, Comedy",136,film,PG-13,mild,moderate
"The Masked Singer",2012,5.9,3685,"Game-Show, Music, Reality-TV",60,series,TV-PG,mild,none
"The Master",2012,7.2,163770,"Drama",138,film,R,severe,mild
"The Matrix",1999,8.7,1767660,"Action, Sci-Fi",136,film,R,mild,moderate
"The Matrix Reloaded",2003,7.2,544760,"Action, Sci-Fi",138,film,unknown,moderate,moderate
"The Matrix Resurrections",2021,0,0,"Action, Sci-Fi",140,film,unknown,no rate,no rate
"The Matrix Revolutions",2003,6.8,470439,"Action, Sci-Fi",129,film,R,mild,severe
"The Mauritanian",2021,7.5,38934,"Drama, Thriller",129,film,R,mild,moderate
"The Maze Runner",2014,6.8,438613,"Action, Mystery, Sci-Fi",113,film,PG-13,none,moderate
"The Medium",2021,6.6,1525,"Horror",130,film,unknown,no rate,no rate
"The Meg",2018,5.6,160906,"Action, Horror, Sci-Fi",113,film,PG-13,mild,moderate
"The Mentalist",2011,8.1,172612,"Crime, Drama, Mystery",43,series,TV-14,mild,moderate
"The Middle",1968,7.6,47282,"Comedy",22,series,TV-PG,none,none
"The Midnight Club",2011,0,0,"Drama, Horror, Mystery",0,series,unknown,no rate,no rate
"The Midnight Sky",2020,5.6,78077,"Drama, Fantasy, Sci-Fi",118,film,PG-13,none,mild
"The Mighty Ducks",1992,6.6,63503,"Comedy, Drama, Family",104,film,PG,none,mild
"The Mighty Ducks: Game Changers",2006,7.5,4049,"Comedy, Drama, Sport",0,series,TV-PG,none,none
"The Mindy Project",1987,7.4,30142,"Comedy",30,series,TV-14,moderate,none
"The Misfits",2021,4.2,6665,"Action, Adventure, Thriller",94,film,R,mild,moderate
"The Missing",2004,8.2,23996,"Crime, Drama, Mystery",60,series,TV-14,mild,moderate
"The Mist",2007,7.1,291982,"Horror, Sci-Fi, Thriller",126,film,R,none,severe
"The Mitchells vs the Machines",2021,7.7,76940,"Animation, Adventure, Comedy",113,film,PG,none,mild
"The Monster Squad",1987,7,30822,"Action, Comedy, Fantasy",79,film,PG-13,mild,mild
"The Morning Show",2006,8.4,73736,"Drama",60,series,TV-MA,mild,none
"The Mortal Instruments: City of Bones",2013,5.9,130442,"Action, Adventure, Fantasy",130,film,PG-13,none,moderate
"The Mortuary Collection",2019,6.4,10365,"Fantasy, Horror",108,film,unknown,moderate,severe
"The Mosquito Coast",1996,7,8450,"Adventure, Drama, Thriller",60,series,TV-MA,none,moderate
"The Mother",2003,6.8,4189,"Drama, Romance",112,film,R,moderate,mild
"The Mountain Between Us",2017,6.4,71634,"Action, Adventure, Drama",112,film,PG-13,mild,mild
"The Movies That Made Us",2020,7.8,4772,"Documentary",45,series,TV-MA,none,mild
"The Mule",2018,7,126843,"Crime, Drama, Thriller",116,film,R,moderate,mild
"The Mummy",1999,7,408196,"Action, Adventure, Fantasy",124,film,PG-13,mild,moderate
"The Mummy Returns",2001,6.4,311593,"Action, Adventure, Fantasy",130,film,PG-13,mild,moderate
"The Mummy: Tomb of the Dragon Emperor",2008,5.2,155713,"Action, Fantasy, Horror",112,film,PG-13,mild,moderate
"The Munsters",2007,7.8,13636,"Comedy, Family, Fantasy",30,series,TV-PG,none,mild
"The Musketeers",1992,7.8,21495,"Adventure, Drama",55,series,TV-14,mild,moderate
"The Mutation",2021,4.1,468,"Horror, Sci-Fi, Thriller",87,film,unknown,no rate,no rate
"The Mysterious Benedict Society",2018,7.7,2840,"Adventure, Comedy, Drama",0,series,TV-PG,none,mild
"The Naked Gun: From the Files of Police Squad!",1988,7.6,160852,"Comedy, Crime",85,film,PG-13,moderate,mild
"The Nanny",2012,6.9,40680,"Comedy, Family, Romance",22,series,TV-PG,mild,none
"The Neighborhood",2021,6.4,5931,"Comedy",30,series,TV-PG,mild,mild
"The Neon Demon",2016,6.2,89746,"Horror, Thriller",117,film,R,moderate,severe
"The Nest",2020,6.3,10278,"Drama, Romance",107,film,R,moderate,mild
"The Net",1995,5.9,63902,"Action, Crime, Drama",114,film,PG-13,mild,mild
"The NeverEnding Story",1984,7.4,137375,"Adventure, Drama, Family",102,film,PG,none,mild
"The Nevers",2021,7.4,17975,"Action, Drama, Fantasy",58,series,TV-MA,moderate,moderate
"The New Addams Family",1966,6.2,2087,"Comedy, Family, Horror",30,series,unknown,no rate,no rate
"The New Adventures of Old Christine",2003,7.1,12473,"Comedy",22,series,TV-PG,moderate,no rate
"The New Mutants",2020,5.3,67155,"Action, Horror, Mystery",94,film,PG-13,mild,moderate
"The New World",2005,6.7,84846,"Biography, Drama, History",135,film,PG-13,mild,mild
"The Newsreader",1995,7.6,634,"Drama",0,series,unknown,no rate,no rate
"The Newsroom",2007,8.6,109313,"Drama",55,series,TV-MA,none,none
"The Nice Guys",2016,7.4,301176,"Action, Comedy, Crime",116,film,R,moderate,moderate
"The Night Clerk",2020,5.5,13405,"Crime, Drama, Mystery",90,film,R,mild,moderate
"The Night House",2020,6.5,14936,"Horror, Mystery, Thriller",107,film,R,mild,moderate
"The Night Shift",2014,7.4,11660,"Drama, Romance",42,series,TV-14,mild,severe
"The Nightingale",2018,7.3,25291,"Adventure, Drama, Thriller",136,film,R,severe,severe
"The Nightmare Before Christmas",1993,8,311747,"Animation, Family, Fantasy",76,film,PG,none,mild
"The Ninth Gate",1999,6.7,174403,"Mystery, Thriller",133,film,R,moderate,moderate
"The Norm Show",1982,7.9,2024,"Comedy",30,series,TV-PG,mild,mild
"The Northman",2022,0,0,"Action, Adventure, Drama",0,film,unknown,no rate,no rate
"The Notebook",2004,7.8,542082,"Drama, Romance",123,film,PG-13,moderate,mild
"The November Man",2014,6.3,66110,"Action, Thriller",108,film,R,moderate,severe
"The Nowhere Inn",2020,5.8,540,"Comedy, Drama, Horror",91,film,unknown,no rate,no rate
"The Nun",2018,5.3,130587,"Horror, Mystery, Thriller",96,film,R,none,severe
"The Nun's Story",1959,7.6,10056,"Drama",149,film,unknown,mild,mild
"The Nutty Professor",1996,5.6,114014,"Comedy, Romance, Sci-Fi",95,film,PG-13,mild,none
"The O.C.",2021,7.5,84566,"Comedy, Drama, Romance",44,series,TV-PG,mild,moderate
"The OA",1994,7.8,96940,"Drama, Fantasy, Mystery",60,series,TV-MA,moderate,moderate
"The Obscure Life of the Grand Duke of Corsica",2021,4.8,170,"Comedy, Drama",93,film,unknown,no rate,no rate
"The Office",1993,8.9,475207,"Comedy",22,series,TV-14,mild,none
"The Old Guard",2020,6.7,146923,"Action, Adventure, Fantasy",125,film,R,none,severe
"The Old Ways",2020,5.4,4377,"Drama, Fantasy, Horror",90,film,R,none,severe
"The Omega Man",1971,6.5,30427,"Action, Drama, Sci-Fi",98,film,PG,mild,moderate
"The Omen",1976,7.5,112851,"Horror",111,film,R,mild,moderate
"The One",2012,6.6,11513,"Crime, Drama, Sci-Fi",0,series,TV-MA,mild,mild
"The Opposite Sex",1956,6.1,1591,"Comedy, Musical, Romance",117,film,unknown,no rate,no rate
"The Order",2002,6.8,24772,"Drama, Fantasy, Horror",60,series,TV-MA,mild,moderate
"The Originals",2018,8.2,125181,"Drama, Fantasy, Horror",45,series,TV-14,mild,moderate
"The Orville",2021,8,64211,"Adventure, Comedy, Drama",44,series,TV-14,mild,mild
"The Other Boleyn Girl",2008,6.7,108576,"Biography, Drama, History",115,film,PG-13,moderate,moderate
"The Other Guys",2010,6.7,253460,"Action, Comedy, Crime",107,film,PG-13,mild,moderate
"The Other Lamb",2019,5.2,3991,"Drama, Horror",96,film,unknown,moderate,moderate
"The Other Two",1964,7.7,4206,"Comedy",30,series,TV-MA,moderate,mild
"The Other Woman",2014,6,135373,"Comedy, Romance",109,film,PG-13,mild,mild
"The Others",2001,7.6,351662,"Horror, Mystery, Thriller",101,film,PG-13,mild,mild
"The Outer Limits",1997,7.7,12025,"Drama, Fantasy, Horror",44,series,TV-PG,severe,severe
"The Outlaw Josey Wales",1976,7.8,70081,"Western",135,film,PG,moderate,moderate
"The Outpost",1981,6.4,7204,"Action, Adventure, Drama",44,series,TV-14,mild,mild
"The Outsider",2020,7.7,71704,"Crime, Drama, Fantasy",60,series,TV-MA,moderate,severe
"The Outsiders",1983,7.1,80102,"Crime, Drama",91,film,PG,mild,moderate
"The Oval",2021,4.1,1029,"Drama",60,series,TV-14,moderate,no rate
"The Owl House",2022,8.2,6139,"Animation, Short, Action",22,series,unknown,none,mild
"The Owners",2020,4.9,6762,"Comedy, Crime, Horror",92,film,unknown,mild,moderate
"The Pact",1999,6.8,2219,"Thriller",60,series,unknown,no rate,no rate
"The Parent Trap",1998,6.6,128337,"Adventure, Comedy, Drama",128,film,PG,mild,none
"The Passion of the Christ",2004,7.2,223084,"Drama",127,film,R,mild,severe
"The Patriot",2000,7.2,263252,"Action, Drama, History",165,film,R,none,severe
"The Peanut Butter Falcon",2019,7.6,82741,"Adventure, Comedy, Drama",97,film,PG-13,none,mild
"The People Under the Stairs",1991,6.4,33208,"Comedy, Horror, Mystery",102,film,R,mild,moderate
"The People vs. Larry Flynt",1996,7.3,91531,"Biography, Drama",130,film,R,severe,mild
"The Perfect Storm",2000,6.4,161870,"Action, Adventure, Drama",130,film,PG-13,mild,moderate
"The Perfection",2018,6.2,39662,"Drama, Horror, Music",90,film,TV-MA,moderate,severe
"The Perks of Being a Wallflower",2012,7.9,482833,"Drama, Romance",103,film,PG-13,mild,mild
"The Personal History of David Copperfield",2019,6.4,17770,"Comedy, Drama",119,film,PG,none,mild
"The Phantom of the Opera",2004,7.2,119274,"Drama, Musical, Romance",143,film,PG-13,mild,moderate
"The Pianist",2002,8.5,773575,"Biography, Drama, Music",150,film,unknown,none,severe
"The Piano",1993,7.6,82545,"Drama, Music, Romance",121,film,R,severe,moderate
"The Picture of Dorian Gray",1945,7.5,12667,"Drama, Fantasy, Horror",110,film,unknown,mild,mild
"The Place Beyond the Pines",2012,7.3,256757,"Crime, Drama, Thriller",140,film,R,mild,moderate
"The Poison Rose",2019,4.7,7923,"Crime, Drama, Mystery",98,film,R,none,moderate
"The Polar Express",2004,6.6,188010,"Animation, Adventure, Comedy",100,film,G,none,none
"The Politician",1994,7.5,20516,"Comedy, Drama",42,series,TV-14,moderate,mild
"The Poseidon Adventure",1972,7.1,42951,"Action, Adventure, Drama",117,film,PG,mild,mild
"The Post",2017,7.2,143782,"Drama",116,film,PG-13,none,mild
"The Postman",1997,6.1,71409,"Action, Adventure, Drama",177,film,R,moderate,moderate
"The Poughkeepsie Tapes",2007,6,17759,"Horror, Mystery, Thriller",81,film,R,severe,severe
"The Power",2021,5.5,2996,"Horror",92,film,unknown,no rate,no rate
"The Power of One",1992,7.2,9741,"Drama, Sport",127,film,PG-13,mild,moderate
"The Power of the Dog",2021,6.6,2853,"Drama, Romance, Western",126,film,R,moderate,mild
"The Practice",1998,7.7,8454,"Crime, Drama, Mystery",60,series,TV-14,no rate,no rate
"The Predator",2018,5.3,122994,"Action, Adventure, Sci-Fi",107,film,R,mild,severe
"The Premise",2021,6.2,871,"Drama",30,series,TV-MA,no rate,no rate
"The Prestige",2006,8.5,1249036,"Drama, Mystery, Sci-Fi",130,film,PG-13,mild,moderate
"The Prince",2016,5.4,2247,"Animation, Comedy",14,series,TV-MA,moderate,moderate
